label,data
0,remet alex nichols from middle school and turn out s deal
1,private 2003 account statement for fone no show 800 unredeemed s i m point call 08715203656 identifier code 42049 expire 261004
0,mean u could not keep ur word
0,nope be still in the market
0,realise be a busy guy and be try not to be a bother have to get some exam outta the way and then try the car do have a gr8 day
0,hey what how about project start aha da
0,ok cool see ya then
0,be on the uworld site am i buy the qbank only or be i buy with the self assessment also
1,someonone know be try to contact via date service to find out who could be call from mobile or landline 09064015307 box334sk38ch
0,yeah can still give a ride
0,jay want to work out first how s 4 sound
0,gud gudk chikku tke care sleep well gud nyt
0,hmm thinking lor
0,of course do not tease know simply must see grin do keep post prey love smile devour kiss
0,thank for the temale be wonderful thank have a great week
0,thank princess want to see nice juicy booty
0,have not eat all day be sit here stare at this juicy pizza and can not eat these med be ruin life
0,u come n search tat vidnot finishd
0,k be leave soon be there a little after 9
1,urgent please call 09061213237 from a landline 5000 cash or a 4 holiday await collection t cs sae po box 177 m227xy 16
0,yeah work be fine start last week all the same stuff as before dull but easy and guy be fun
0,do study alone without anyone help if can not no need to study
0,please tell not all of car key be in purse
0,do not get anything da
0,ok sweet dream
0,well s in for a big surprise
0,1 in cbe 2 in chennai
0,can help u swoop by pick u up from wherever ur other bird r meeting if u want
0,if anyone call for a treadmill say will buy make sure working find an ad on craigslist sell for ltgt
0,absolutely love south park only recently start watch the office
0,do see that film
0,pls speak with will not ask anything other then friendship
0,gud ni8swt drmstake care
0,hi darlin its kate are u up for doin somethin tonight im go to a pub call the swan or something with my parent for one drink so phone me if u can
0,anything lar then _ not go home 4 dinner
0,\er
1,if do not prize will go to another customer tc at wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back if busy
0,do u fix the teethif not do asapok take care
0,so u wan 2 come for dinner tonight a not
0,hellohow u doingwhat u be up 2when will u b move out of the flat cos will need to arrange to pick up the lamp etc take care hello caroline
0,too latebut kwish the same
0,hi hope ur day good back from walk table book for half eight let know when ur come over
0,oh yeah clearly fault
0,dunno leh can not remember mayb lor so wat time r meet tmr
0,best msg hard to be with a person when u know that one more step foward will make u fall in love amp one step back can ruin ur friendship good night
1,urgent mobile number have be award with a 2000 prize guaranteed call 09061790126 from land line claim 3030 valid 12hrs only 150ppm
0,vikky come around lttimegt
0,and how will do that princess
0,have go into get info bt do not know what to do
0,yeah probably here for a while
0,be still pretty weak today bad day
0,hey do not forget be mine for me possession my property mmm childish smile
0,an excellent thought by a misundrstud frnd knw u hate bt the day wen ull knw the truth ull hate urself gn
0,hey congrats 2u2 d luv 2 but have have 2 go home
0,dear where call
0,xy try smth now u eat already have not
1,urgent please call 09061213237 from landline 5000 cash or a luxury 4 canary islands holiday await collection tcs sae po box 177 m227xy 150ppm 16
0,donno in gene or something
1,xmas iscome ur award either 500 cd gift voucher free entry 2 r 100 weekly draw txt music to 87066 tnc wwwldewcom1win150ppmx3age16subscription
0,alex say s not ok with not be ok with
0,be u come to the funeral home
0,darling sister how be do when s school resuming be there a minimum wait period before reapply do take care
0,ill hand phone to chat wit u
0,well good morning mr how s london treatin ya treacle
0,can not make tonight
0,about ltgt buck the bank fee be fix well to call the bank and find out
0,can but will tell quite long cos i have not finish film yet
0,pls ask macho how much be budget for bb bold 2 be cos i see a new one for ltgt dollar
0,\hi miss call and mumhas beendroppe red wine all over theplace what be adress\
0,ill be at your in about 3 min but look out for
0,what do in leave
0,be come back on thursday yay be go to be ok to get the money cheer oh yeah and how be everything alright how s school or do call work now
0,jolly good by the way will give u ticket for sat eve 730 speak before then x
0,yeah that s what be think
0,kkim go to tirunelvali this week to see uncle i already spend the amount by take dress so only i want moneyi will give on feb 1
0,here get ur favorite oyster n get favorite sashimi ok lar i dun say already wait ur stomach start rumble
0,sister go to earn more than da
0,jus finish watch tv u
0,k fyi be back in parent place in south tampa so may need to do the deal somewhere else
0,good morning love go to sleep now and wish a great day full of feel well and opportunity be last thought babe love you kiss
0,kothi print out marandratha
0,but have not get da topic yet rite
0,ok no problem yup be go to sch at 4 if i rem correctly
0,thanks ill keep that in mind
0,aah bless how s arm
0,dear sirsalam alaikkumpride and pleasure meeting today at the tea shopwe be pleased to send contact number at qatarrakhesh an indianpls save numberrespectful regards
0,gal n boy walk in d park galcan i hold ur hand boyy do u think i would run away galno jst wana c how feel walk in heaven with an princegn
0,what make most happy
0,wish a wonderful week
0,sweet heart how be
0,sir wait for letter
0,dude be no long a pisce be an aquarius now
0,x course 2yr just so message on messenger lik r send
0,think steyn surely get one wicket
0,neither [ in sterm voice ] be study all fine with not sure the thing will be resolve tho anyway have a fab hol
0,garbage bag eggs jam bread hannaford wheat chex
0,no not pride be almost ltgt year old and should not be takin money from kid be not suppose to have to deal with this stuff this be grownup stuffwhy i do not tell
0,sound well than evening be just do costume be not sure what time i finish tomorrow but i will txt at the end
0,birthday be on feb ltgt da
0,so when do wanna gym
0,d like that would not jerk
0,be u awake be there snow there
0,and of course should make a stink
1,u r subscribe 2 textcomp 250 wkly comp 1st wks free question follow subsequent wks charged150pmsg2 unsubscribe txt stop 2 84128custcare 08712405020
0,no go no opening for that room til after thanksgive without an upcharge
0,when guy plan on come over
0,wat _ do now
0,no sir that s why i have an 8hr trip on the bus last week have another audition next wednesday but i think i may drive this time
0,do think put back in the box
0,be home
0,no one interested may be some business plan
0,yup at paragon have not decide whether 2 cut yet hee
0,good morning princess have a great day
